product,category
"BB Napos Oldal Balatonboglári Irsai Olivér-Zenit édes fehérbor 0,75 l",Alkohol
"BB Napos Oldal Balatonboglári Muskotály édes fehérbor 0,75 l",Alkohol
Paradicsom fürtös koktél,"Zöldség, gyümölcs"
Fokhagyma,"Zöldség, gyümölcs"
Real Nature ProXY áfonyás zsírszegény joghurtital 290 g,Tejtermék
Garabonciás kecskesajt mix 150 g,Tejtermék
Érzéki simogató masszázsolaj,Szépségápolás
"BB Napos Oldal Dunántúli Tramini édes fehérbor 0,75 l",Alkohol
Édeskömény,"Zöldség, gyümölcs"
"Auchan Nívó Pasztőrözött dobozos tej 2,8% 1 l",Tejtermék
Új piros parázs burgonya 1 kg,"Zöldség, gyümölcs"
Domestos Zöld Kert sűrű fehérítő folyadék 750 ml,"Háztartási-, vegyi- és papíráru"
"Gere Rosé Cuvée száraz rosébor 12% 0,75 l",Alkohol
L'OR Espresso Forza szemes pörkölt kávé 500 g,Italok
Riso Scotti BIO kókuszos rizsital 1 l,Egészséges életmód
"Finlandia limeízű vodka 37,5% 0,7 l",Alkohol
"Finlandia áfonyaízű vodka 37,5% 0,7 l",Alkohol
"Finlandia vodka 40% 0,7 l",Alkohol
Palmolive Aroma Sensations Feel The Massage tusfürdő 500 ml,Szépségápolás
STAR Marhahús alaplé,Tartós élelmiszerek
Busa filé védőgázban 1 kg,"Hús, hal, felvágott"
Mutti hámozott paradicsom 800 g,Tartós élelmiszerek
Pickwick zöld tea 20 filter 30 g,Italok
Haribo Balla Stixx eperízű gumicukorka 80 g,"Édesség, csokoládé, nasi"
Lavazza Qualita Oro Perfect Symphony pörkölt szemes kávé 1000 g,Italok
"Burn Peach Zéró Cukor szénsavas őszibarackízű ital koffeinnel, B-vitaminnal & édesítőszerrel 250 ml",Italok
Fehér szőlő,"Zöldség, gyümölcs"
Zott Cremore Duo vanília desszert tejszínhabbal 190 g,Tejtermék
Syoss 7-6 Középszőke tartós hajfesték,Szépségápolás
Aromax levendula illóolaj 10 ml,Szépségápolás
Air Wick Bársonyos Szatén és Éji Liliom elektromos légfrissítő készülék & utántöltő 19 ml,"Háztartási-, vegyi- és papíráru"
Air Wick Freshmatic Tavaszi Szellő automata légfrissítő spray utántöltő 250 ml,"Háztartási-, vegyi- és papíráru"
Real Nature ProXY zsírszegény málnás joghurtital 290 g,Tejtermék
Libresse dailies fresh Regular Deo illatosított tisztasági betét 58 db,Szépségápolás
COLOR N HAJF 5.12 JEGES VILÁGOSBARNA,Szépségápolás
NIVEA MEN Active Energy Tusfürdő 250 ml,Szépségápolás
Président kenhető zsíros ömlesztett sajtkészítmény 8 db 140 g,Tejtermék
L'Oréal Paris Excellence Creme 8 Világosszőke tartós krémhajfesték,Szépségápolás
Pantene 3 Minute Miracle Intensive Repair Hajbalzsam,Szépségápolás
Pantene 3 Minute Miracle Volume Hajbalzsam,Szépségápolás
"Lenor Unstoppables Spring Parfümgyöngyök Mosáshoz, 210g","Háztartási-, vegyi- és papíráru"
Président csípős kolbász és bors ízű kenhető félzsíros ömlesztett sajtkészítmény 8 db 140 g,Tejtermék
Knorr Fix bolognai spagetti alap 59 g,Tartós élelmiszerek
Danone Activia élőflórás meggyes és ananászos joghurt 4 x 125 g (500 g),Tejtermék
Pöttyös Óriás Rudi gesztenyés desszertkészítmény kakaós étbevonattal 51 g,Tejtermék
"Nissin Cup Noodles instant tésztaleves, garnélarák ízesítéssel ázsiai módra 63 g",Tartós élelmiszerek
"Lipton Green Ice Tea szénsavmentes üdítőital cukorral és édesítőszerrel 1,5 l",Italok
El Sabor jalapenós sajtszósz 300 g,Tartós élelmiszerek
Monini Anfora olívaolaj 500 ml,Tartós élelmiszerek
After Eight étcsokoládés lapocska mentol- és narancsízű töltelékkel 200 g,"Édesség, csokoládé, nasi"
Tante Fanny friss omlós tészta lepények készítéséhez 300 g,"Hús, hal, felvágott"
Oreo epres-sajttorta ízű töltelékkel töltött kakaós keksz 154 g,"Édesség, csokoládé, nasi"
Tante Fanny friss pizzatészta tönkölybúzalisztből 400 g,"Hús, hal, felvágott"
Tuti Tipp Füstölt hátsó csülök,"Hús, hal, felvágott"
Finonimo baromfi párizsi 500 g,"Hús, hal, felvágott"
FOODBOX FITT GRILLEZETT LAZACFILÉ SPENÓTOS BARNARIZZSEL 350 G,"Hús, hal, felvágott"
RiceUp! Eat Smart teljes kiőrlésű barna rizs chips ketchup ízesítéssel 60 g,Egészséges életmód
Kometa ízletes szalámi 500 g,"Hús, hal, felvágott"
Müller Müllermilch sós-karamell ízesítésű zsírszegény tejital 377 ml,Tejtermék
Ocean capelin fekete halikra 50 g,"Hús, hal, felvágott"
"Hungarofett pecsenye kacsamáj kacsazsírban, fűszerágyon 180 g","Hús, hal, felvágott"
"Costa d'Oro olívapogácsa-olaj 0,5 l",Tartós élelmiszerek
Seventh Generation Free & Clear Baby mosógél 20 mosás 1 l,"Háztartási-, vegyi- és papíráru"
Palmolive Naturals Olive & Milk krémes tusfürdő 750 ml,Szépségápolás
nimm2 Soft gyümölcsös töltött olvadó cukorka gyümölcslével és vitaminokkal 90 g,"Édesség, csokoládé, nasi"
Bella Panty soft tisztasági betét 60 db,Szépségápolás
Cosmia hajcsipesz 2db,Szépségápolás
"L'Oréal Paris Elseve Arginine Resist X3 hajerősítő sampon gyenge, hullásra hajlamos hajra 400 ml",Szépségápolás
"Zott Zottarella zsíros, lágy, bazsalikomos mozzarella sajt 125 g",Tejtermék
Auchan szalámi mix 75 g,"Hús, hal, felvágott"
Actuel pálcás illatosító 35ml levendula,"Háztartási-, vegyi- és papíráru"
Dörmi banános-joghurtos ízű krémmel töltött puha piskóta 30 g,"Édesség, csokoládé, nasi"
Gazsi Food Zöldborsóleves 500 ml,"Hús, hal, felvágott"
Knorr Cup a Soup vargányakrémleves zsemlekockával 15 g,Tartós élelmiszerek
"Papa Luigi PIZZA 4 SAJTOS, MOZZARELLA SAJTTAL, SVÁJCI TÍPUSÚ SAJTTAL, GOUDA SAJTTAL, EDÁMI SAJTTAL , elősütött, félkész, 400 G","Hús, hal, felvágott"
Béres Actival Max multivitamin filmtabletta 90 db 148 g,Egészséges életmód
Házias Ízek pacalpörkölt csülökhússal 500 g,Tartós élelmiszerek
"Lindt svájci tejcsokoládé mazsolával, egész mogyoróval és mandulával 300 g","Édesség, csokoládé, nasi"
L'Oréal Paris Elseve Color-Vive ápoló sampon festett hajra 400 ml,Szépségápolás
Palmolive Aquarium folyékony szappan utántöltő 500 ml,Szépségápolás
Biopon Takarékos Color folyékony mosószer 60 mosás 3 l,"Háztartási-, vegyi- és papíráru"
"Blend-a-med Anti-Cavity Family Protection Fogkrém, 100ml",Szépségápolás
PICK Füst ízesítésű párizsi 400 g,"Hús, hal, felvágott"
"Sága Füstlizer szeletelt, füst ízesítésű párizsi 90 g","Hús, hal, felvágott"
"Auchan Nívó Friss csirke mellfilé, vákuumcsomagolt Ft/kg","Hús, hal, felvágott"
PICK Sertés párizsi 400 g,"Hús, hal, felvágott"
Sága XXL szeletelt selyemsonka mellhúsból 160 g,"Hús, hal, felvágott"
"Danone Activia élőflórás, zsírszegény epres joghurt gabonával 4 x 125 g (500 g)",Tejtermék
Fanan hummus natúr csicseriborsó krém 250 g,"Hús, hal, felvágott"
Auchan Optimum Füstölt főtt tarja - pultos,"Hús, hal, felvágott"
Auchan Optimum Füstölt hátsó csülök - pultos,"Hús, hal, felvágott"
Auchan Optimum Sertés löncs - pultos,"Hús, hal, felvágott"
Gierlinger's szeletelt bacon szalonna 2 x 200 g (400 g),"Hús, hal, felvágott"
Gyantapatron normál széles görgőfejjel 100 ml,Szépségápolás
Lavazza Qualita Rossa pörkölt szemes kávé 1000 g,Italok
Abonett BIO extrudált kenyér tönkölybúzával 100 g,Egészséges életmód
Uborka kovászolni való,"Zöldség, gyümölcs"
"Bodri Bodrikutya Szekszárdi Cuvée száraz fehérbor 12,5% 750 ml",Alkohol
Biopon Takarékos Color folyékony mosószer 80 mosás 4 l,"Háztartási-, vegyi- és papíráru"
Biopon Takarékos folyékony mosószer 80 mosás 4 l,"Háztartási-, vegyi- és papíráru"
Palmolive Naturals Orchid krémes tusfürdő 500 ml,Szépségápolás
Palmolive Naturals Sensitive Skin Milk Proteins krémes tusfürdő 500 ml,Szépségápolás
Palmolive Naturals Olive & Milk krémes tusfürdő 500 ml,Szépségápolás
"Persil Color Lavender folyékony mosószer 70 mosás 3,5 l","Háztartási-, vegyi- és papíráru"
David Beckham Classic Blue férfi hajtógáz nélküli pumpás parfüm dezodor 75 ml,Szépségápolás
Palmolive Naturals Milk & Almond folyékony szappan 750 ml,Szépségápolás
Vademecum 2in1 White Fresh fogkrém és szájvíz 75 ml,Szépségápolás
PICK Pickolino virsli csirkehúsból 2 x 140 g (280 g),"Hús, hal, felvágott"
Vademecum 2in1 Menthol Fresh fogkrém és szájvíz 75 ml,Szépségápolás
Vademecum Pro Complete fogkrém 75 ml,Szépségápolás
Vademecum 2:1 Mint Fresh fogkrém és szájvíz 75 ml,Szépségápolás
Vademecum Pro White&Bright fogkrém 75 ml,Szépségápolás
Auchan Optimum Csemege rúd - pultos,"Hús, hal, felvágott"
"Sága Füstlizer sajtos, füst ízesítésű párizsi csirkehúsból 400 g","Hús, hal, felvágott"
Poco Loco Tortilla enyhén sózott kukoricachips 200 g,"Édesség, csokoládé, nasi"
Taft hajlakk Dús hatás - ultra erős 250 ml,Szépségápolás
"Sága Füstlizer szeletelt, füst ízesítésű párizsi csirkehúsból 90 g","Hús, hal, felvágott"
RiceUp! Eat Smart teljes kiőrlésű barna rizs chips pizza ízesítéssel 60 g,Egészséges életmód
Kubu 100% alma-őszibarack-banán-sárgarépa püré C-vitaminnal 100 g,Italok
Pitenis tradicionális padlizsánkrém 200 g,"Hús, hal, felvágott"
"Sága Füstli füst ízesítésű és csípős, csirkehúsból készült termék Jalapeno paprikával 350 g","Hús, hal, felvágott"
"Sága Füstlizer szeletelt, sajtos, füst ízesítésű párizsi csirkehúsból 90 g","Hús, hal, felvágott"
Kometa Útravaló étkezési sertészsír 400 g,"Hús, hal, felvágott"
VIRTU MAZSOLÁS TÚRÓVAL TÖLTÖTT PALACSINTA 400 G,"Hús, hal, felvágott"
Auchan Nívó Barackos réteges joghurt 200 g,Tejtermék
Landhof szeletelt tálaló sertés sonka 100 g,"Hús, hal, felvágott"
Giovanni Rana burgonyás gnocchi 500 g,"Hús, hal, felvágott"
DELI TONHAL ÉS TOJÁS SZENDVICS,"Hús, hal, felvágott"
"Elősütött, félkész csirkés bagett 235 gr","Hús, hal, felvágott"
Csirkemell falat franciasalátával 250 gr,"Hús, hal, felvágott"
House Salad HÁZI BURGONYA SALÁTA 1 KG,"Hús, hal, felvágott"
House Salad Házi franciasaláta 1 kg,"Hús, hal, felvágott"
NIVEA Q10 Anti-Age kézápoló 100 ml,Szépségápolás
Bonduelle gyorsfagyasztott extra zsenge vágott vajbab 400 g,Fagyasztott élelmiszer
B.U. Hidden Paradise dezodor 150 ml,Szépségápolás
"Coccolino Care mosógél színes ruhákhoz 60 mosás 2,4 l","Háztartási-, vegyi- és papíráru"
Auchan dán szalámi 75 g,"Hús, hal, felvágott"
"Coccolino Care mosógél fehér ruhákhoz 60 mosás 2,4 l","Háztartási-, vegyi- és papíráru"
Mutti ketchup 340 g,Tartós élelmiszerek
"Coccolino Care mosógél fekete és sötét ruhákhoz 60 mosás 2,4 l","Háztartási-, vegyi- és papíráru"
L'Oréal Paris Age Specialist 55+ ránctalanító helyreállító éjszakai krém 50 ml,Szépségápolás
Ostorosbor Egri Cabernet Sauvignon száraz vörösbor 13% 750 ml,Alkohol
"Ostorosbor Egri Rozé félszáraz rozébor 12,5% 750 ml",Alkohol
Schwarzkopf Palette Intensive Color Creme intenzív krémhajfesték 7-887 bíborvörös (RV6),Szépségápolás
House Salad házi franciasaláta 500 gr,"Hús, hal, felvágott"
House Salad házi kukoricasaláta 250 gr,"Hús, hal, felvágott"
Bonduelle Vapeur zöldhüvelyű vágott zöldbab 400 g,Fagyasztott élelmiszer
Dr. Oetker dzsemfix sárgabarackhoz 20 g,Tartós élelmiszerek
House Salad házi kukoricasaláta 500 gr,"Hús, hal, felvágott"
Csirkenyak,"Hús, hal, felvágott"
Csirke far - hát,"Hús, hal, felvágott"
Rizseshús 450 g,"Hús, hal, felvágott"
Fitt Pöttyös túró rudi málnás-müzlis túródesszert joghurtos bevonattal 38 g,Tejtermék
Fitt Pöttyös túró rudi natúr túródesszert joghurtos bevonattal 38 g,Tejtermék
Márka Limonádé grapefruit-citromfű ízű szénsavas üdítőital cukorral és édesítőszerekkel 2 l,Italok
Haribo Happy Cola kólaízű gumicukorka 100 g,"Édesség, csokoládé, nasi"
Pöttyös Óriás Túró Rudi natúr túródesszert tejbevonóval 51 g,Tejtermék
RiceUp! Eat Smart teljes kiőrlésű barna rizs chips pesto ízesítéssel 60 g,Egészséges életmód
Lovassy Felső-Magyarországi Olaszrizling száraz fehérbor 750 ml,Alkohol
Hida marha fehércsont 350 g,"Hús, hal, felvágott"
Regina Big Pack Kamilla toalettpapír 3 rétegű 32 tekercs,"Háztartási-, vegyi- és papíráru"
Légúttisztító illóolaj keverék 10 ml,Szépségápolás
Knorr házias tyúk levesalap 112 g,Tartós élelmiszerek
Kotányi klasszikus hamburger fűszerkeverék 25 g,Tartós élelmiszerek
Nike Ultra Blue 75 ml testpermet,Szépségápolás
Kinder Pingui Cocoa tejes krémmel töltött sütemény étcsokoládé bevonattal 30 g,Tejtermék
Auchan Nívó Savanyított almapaprika vödrös 500 g,Tartós élelmiszerek
Finish Quantum Ultimate Lemon mosogatógép tabletta 65 db,"Háztartási-, vegyi- és papíráru"
Zöldlomb öko általános pH semleges tisztítószer 1 l,"Háztartási-, vegyi- és papíráru"
Töltött paprika 550 g,"Hús, hal, felvágott"
Alaska kakaós krémmel töltött kukoricarudacskák 18 g,Egészséges életmód
Aszpikos sonka uborkával - pultos,"Hús, hal, felvágott"
"Strozzapreti - chilis, bazsalikomos apró durum száraztészta",Tartós élelmiszerek
Police Icon Férfi Eau De Parfum 40 ml,Szépségápolás
Gran Dolcezza főtt sonka - pultos,"Hús, hal, felvágott"
Relaxa szaunaolaj 10 ml,Szépségápolás
Auchan Nívó Sertés darált hús maximum 10% zsírtartalommal,"Hús, hal, felvágott"
Red globe szőlő,"Zöldség, gyümölcs"
Police To Be Rebel Férfi Eau De Toilette 40 ml,Szépségápolás
Dove Nourishing Secrets Restoring Ritual tusfürdő 250 ml,Szépségápolás
Tájaink Ízei 35 napos trappista 300 g,Tejtermék
Pannónia egész sajt 1.2 kg,Tejtermék
Emmentáli zsíros kemény sajt 200 g,Tejtermék
Syoss Color Oleo intenzív olaj hajfesték 3-82 mahagóni,Szépségápolás
Iglo gyorsfagyasztott halrudacska 15 x 28 g (420 g),Fagyasztott élelmiszer
Bogádi kulen csípős félszáraz vastagkolbász,"Hús, hal, felvágott"
Régimódi vastagkolbász csemege,"Hús, hal, felvágott"
Auchan Nívó Sertés húsos csont kb.1 kg védőgázas csomagolásban,"Hús, hal, felvágott"
Körös vastag pulyka kolbász,"Hús, hal, felvágott"
Csabahús csemege cserkészkolbász,"Hús, hal, felvágott"
Piknik sertészsír 500 g,"Hús, hal, felvágott"
?iaja olíva olaj tusfürdő 500 ml,Szépségápolás
Tisztító hajkondicionáló bio teafaolajjal 250ml,Szépségápolás
Extra fehérítő fogkrém aktív szénnel 100ml,Szépségápolás
Aranyfácán ínyenc ketchup 540 g,Tartós élelmiszerek
"Font Kunsági Irsai Olivér száraz fehérbor 11,5% 750 ml",Alkohol
Farm Tojás Free Range tojás szabad tartásból M 10 db,Tejtermék
Bock Villányi Rosé Cuvée száraz classicus rosébor 13% 750 ml,Alkohol
Calvo tonhal paradicsomos szószban 2 x 80 g,Tartós élelmiszerek
Haribo Goldbären Saft gyümölcsízű gumicukorka gyümölcslével 85 g,"Édesség, csokoládé, nasi"
Riso Scotti BIO laktóz- és gluténmentes rizsital 1000 ml,Egészséges életmód
RS BARISTA - Zabital 1000ml,Egészséges életmód
Pöttyös Túró Rudi natúr túródesszert 6 x 30 g (180 g),Tejtermék
Pizza D'Oro Prosciutto e funghi gyorsfagyasztott kézműves pizza 390 g,Fagyasztott élelmiszer
Blue Dragon Tojásos vékony tészta fészkek 300 g,Tartós élelmiszerek
"Blend-a-med Complete Protect Expert Professional Protection Fogkrém, 100 ml",Szépségápolás
"5 színű apró durum tészta spenóttal, céklával, kurkumával és fekete színű répával",Tartós élelmiszerek
Pöttyös Óriás Túró Rudi túródesszert sós karamella ízesítéssel 51 g,Tejtermék
"Mogyi Rolli rozmaringos, pirított, sokmagvas kenyérkarika 90 g",Pékáru
Puffasztott búza sós 100 g,Pékáru
Tento Sensitive Coconut Milk toalettpapír 3 rétegű 16 tekercs,"Háztartási-, vegyi- és papíráru"
House Salad Hidegtál sonkatekreccsel és kasziótojással,"Hús, hal, felvágott"
Sertészsír vödörben 2 kg,"Hús, hal, felvágott"
Gallicoop pulyka májas 120 g,"Hús, hal, felvágott"
Nádudvari Majoránnás sertésmájas Glutén és laktóz mentes,"Hús, hal, felvágott"
Nádudvari Sertésmájas Glutén és laktóz mentes,"Hús, hal, felvágott"
?iaja kakaóvajas tusfürdő 500 ml,Szépségápolás
Ziaja narancsolaj krémtusfürdő 500 ml,Szépségápolás
Szerencsi parsztmájas 170 g,"Hús, hal, felvágott"
Vanish Oxi Action folteltávolító és fehérítő folyadék 3 l,"Háztartási-, vegyi- és papíráru"
Auchan Nívó Zsenge zöldborsó 1. osztály gyorsfagyasztott 1000 g,Fagyasztott élelmiszer
Knorr Noodles paradicsomos instant tészta 65 g,Tartós élelmiszerek
Costa d'Oro extraszűz olívaolaj 500 ml,Tartós élelmiszerek
Gillette Mach3 Extra Comfort Férfi Borotvazselé 200 ml,Szépségápolás
Bonduelle gyorsfagyasztott bébirépa 400 g,Fagyasztott élelmiszer
Haribo Goldbären gyümölcsízű gumicukorka 100 g,"Édesség, csokoládé, nasi"
"Aquaria fröccsvíz extra dús szén-dioxiddal dúsított természetes ásványvíz 1,5 l",Italok
HERZ Gála csemege karaj 90 g,"Hús, hal, felvágott"
"Varga Aranymetszés Szürkebarát édes fehérbor 0,75 l",Alkohol
Fa Magic Oil Blue Lotus tusfürdő 400 ml,Szépségápolás
Fa Men Attraction Force tusfürdő 400 ml,Szépségápolás
Bonduelle gyorsfagyasztott leveles paraj 400 g,Fagyasztott élelmiszer
Naturland aranyér környéki ápoló krém 100 ml,Szépségápolás
Nesti Dante natúrszappan lila akác-orgona 250 g,Szépségápolás
Bonduelle gyorsfagyasztott zöldségleves keverék brokkolival 400 g,Fagyasztott élelmiszer
Fa Joghurt & Aloe vera krémtusfürdő 400 ml,Szépségápolás
Nesti dante luxus fekete szappan 250 ml,Szépségápolás
Nesti Dante Luxus Kender (CBD) szappan 250 g,Szépségápolás
Naturland Geránium illóolaj 10 ml,Szépségápolás
Filippo Berio szárított paradicsomos pesto 190 g,Tartós élelmiszerek
Régimódi sertés tepertő bőr nélkül 200 g,"Hús, hal, felvágott"
Fűszeres tepertő magyaros ízesítéssel 200g,"Hús, hal, felvágott"
Gyulai majoránnás sertés májas 250 g,"Hús, hal, felvágott"
Imki Hús mangalica tepertőkrém 200 g,"Hús, hal, felvágott"
House Salad Majonézes burgonyasaláta 500 gr,"Hús, hal, felvágott"
Mangalica tepertő 150 g,"Hús, hal, felvágott"
Tuti Tipp sertés májas 500 g,"Hús, hal, felvágott"
H.KACSATÁL COMB SZÁRNYTŐ,"Hús, hal, felvágott"
Cerbona Sport Energy magvas-gyümölcsös müzliszelet magnéziummal 35 g,Tartós élelmiszerek
Maggi rizottó paprikás paradicsomos szósszal 220 g,Tartós élelmiszerek
Maggi rizottó parmezános sáfrányos szósszal 214 g,Tartós élelmiszerek
Sió Start alma-meggy-málna-cékla-feketerépa vegyes gyümölcsital 1 l,Italok
Fittej sültalmás-fahéjas görög krémjoghurt 150 g,Tejtermék
Rummo négytojásos durum cannelloni száraztészta 250 g,Tartós élelmiszerek
Globus Vital quinoa 150 g,Tartós élelmiszerek
Csípős lilahagymás tepertőkrém 250 g,"Hús, hal, felvágott"
"Bükkfán füstölt csemege szalonna gyorspácolt, darabolt, vákuumcsomagolt","Hús, hal, felvágott"
Dove Nourishing Secrets Revitalising Ritual testápoló 400 ml,Szépségápolás
Garnier Fructis Color Resist sampon festett és melírozott hajra 400 ml,Szépségápolás
Maggi Párperc Tészta bakonyi-gombás 144 g,Tartós élelmiszerek
Malizia habfürdő mézes 1000 ml,Szépségápolás
"Mád Tokaji Hárslevelű félszáraz fehérbor 12,5% 750 ml",Alkohol
FRoSTA gyorsfagyaszott lazac steak 200 g,Fagyasztott élelmiszer
Cosmia fodrászcsipesz 16 db,Szépségápolás
Cif Sensitive kézi mosogatószer utántöltő 500 ml,"Háztartási-, vegyi- és papíráru"
Frosta gyorsfagyasztott hawaii zöldségkeverék 600 g,Fagyasztott élelmiszer
Rio Mare Insalatissime kukoricás tonhalsaláta 2 x 160 g,Tartós élelmiszerek
Lay's újhagymás ízű burgonyachips 140 g,"Édesség, csokoládé, nasi"
Persil Color Lavender folyékony mosószer 40 mosás 2 l,"Háztartási-, vegyi- és papíráru"
Edmond Fallot tárkonyos dijoni mustár 210g,Tartós élelmiszerek
Rio Mare kenhető pástétom tonhallal és napon aszalt paradicsommal 100 g,Tartós élelmiszerek
"Jana Ice Tea szénsavmentes erdei gyümölcs-áfonya ízű, és vegyes gyümölcs ízesítésű üdítőital 1,5 l",Italok
Sport étcsokoládéval mártott rumos ízű kakaós szelet 25 g,"Édesség, csokoládé, nasi"
NÖM Fasten őszibarack-mangó joghurtital 500 g,Tejtermék
House Salad Tormás-baconös kaszinótojás,"Hús, hal, felvágott"
5-Magyaros harcsapástétom 130 g,"Hús, hal, felvágott"
Schwartau Extra erdei gyümölcs jam 340 g,Tartós élelmiszerek
"Naturella Normal Green Tea Magic Tisztasági Betét, 20 db",Szépségápolás
Parenyica sajt natúr 120 g,Tejtermék
"Varga Szürkebarát félédes fehérbor 0,75 l",Alkohol
Tuti Tipp szeletelt bacon 100 g,"Hús, hal, felvágott"
Pick Pickolino sajtos virsli 140 g,"Hús, hal, felvágott"
Körözöttes sajttekercs franciasaláta alapon cukorral és édesítőszerekkel,"Hús, hal, felvágott"
Duda szeletelt löncshús 200 g,"Hús, hal, felvágott"
Auchan Optimum Csirke mellcsont védőgázban csomagolásban,"Hús, hal, felvágott"
Auchan Nívó pulykamell sonka 80 g,"Hús, hal, felvágott"
House Salad Sonkatekercs-sajttekercs-kaszinótojás tál 300 gr,"Hús, hal, felvágott"
Gallicoop Körös szárnyas mix 150 g,"Hús, hal, felvágott"
Marha gulyáshús kockázott 400 g,"Hús, hal, felvágott"
FAMÍLIA Zala felvágott 100 g,"Hús, hal, felvágott"
Landhof szalámi parmezán bevonattal 75 g,"Hús, hal, felvágott"
Wiesbauer Sajtos túra felvágott 400 g,"Hús, hal, felvágott"
Wiesbauer Túra felvágott 80 g,"Hús, hal, felvágott"
Indiana Jerky Marha steak bar 20 g,"Hús, hal, felvágott"
Zöldlomb öko aloe vera kézi mosogatószer koncentrátum 750 ml,"Háztartási-, vegyi- és papíráru"
PICK Rákóczi szalámi 400 g,"Hús, hal, felvágott"
"Karaván füstölt ízű, kenhető, zsíros, ömlesztett sajt 100 g",Tejtermék
Mizse szénsavas természetes ásványvíz 2 l,Italok
Maroni gyorsfagyasztott fehérarany gesztenyepüré 200 g,Fagyasztott élelmiszer
Szilva koktélparadicsom 400 g,"Zöldség, gyümölcs"
Haribo Sandía gyümölcsízű gumicukorka 90 g,"Édesség, csokoládé, nasi"
"Mizse szénsavmentes természetes ásványvíz 1,5 l",Italok
Playboy #generation hajtógáz nélküli pumpás parfüm dezodor férfiaknak 75 ml,Szépségápolás
Playboy VIP hajtógáz nélküli pumpás parfüm dezodor férfiaknak 75 ml,Szépségápolás
Playboy Sexy So What női parfüm 40 ml,Szépségápolás
Tuti Tipp Olasz felvágott 400 g,"Hús, hal, felvágott"
Veet Easy-Gel használatra kész hideggyanta szalagok érzékeny bőrre 20 db,Szépségápolás
"Ariel Allin1 PODS + Lenor Unstoppables Mosókapszula, 26 Mosáshoz","Háztartási-, vegyi- és papíráru"
Hmmmaster erdei gyümölcskrémleves 320 g,"Hús, hal, felvágott"
Báthory Villányi Merlot classicus száraz vörösbor 750 ml,Alkohol
Régimódi füstölt sonkaszelet,"Hús, hal, felvágott"
Jércemell saláta 250 gr,"Hús, hal, felvágott"
Rauch Happy Day meggy nektár 1 l,Italok
GMO mentes friss egesz csirke,"Hús, hal, felvágott"
Air Wick Pure Tavaszi Szellő aeroszol 250 ml,"Háztartási-, vegyi- és papíráru"
Malizia habfürdő Írisz 1 l,Szépségápolás
Gillette Fusion Hidratáló Borotvazselé 200ml,Szépségápolás
Majonézes burgonyasaláta 250 gr,"Hús, hal, felvágott"
Malizia Mora Muschio habfürdő 1 l,Szépségápolás
Lovassy Life Duna-Tisza Közi Cserszegi Fűszeres-Irsai Cuvée száraz fehérbor 750 ml,Alkohol
Családi baromfimájas 190 g,Tartós élelmiszerek
Landhof szeletelt pikáns párizsi 100 g,"Hús, hal, felvágott"
eFeF csirkemell sonka 400 g,"Hús, hal, felvágott"
Nature Box Gránátalma sampon festett hajra 385 ml,Szépségápolás
ALPRO mogyoróital 1 l,Tejtermék
"Familie Wein fekete-erdei nyers, füstölt, darabolt, lassan pácolt sonka sertéscombból 300 g","Hús, hal, felvágott"
Szürkemarha párizsi 350 g,"Hús, hal, felvágott"
Címeres falusi lángolt kolbász 400 g,"Hús, hal, felvágott"
PICK Míves szeletelt parasztkolbász 70 g,"Hús, hal, felvágott"
Abonett gluténmentes extrudált kenyér quinoával 100 g,Egészséges életmód
Monini szűretlen extra szűz olívaolaj 500 ml,Tartós élelmiszerek
Schauma Fresh Matcha hajöblítő balzsam 200 ml,Szépségápolás
Old El Paso tölthető tacoshell kagyló kukoricalisztből 8 db 156 g,Tartós élelmiszerek
Vilsund Blue kagyló natúr lében 350 g,"Hús, hal, felvágott"
Kellogg's Tresor Milk 375g,Tartós élelmiszerek
Vilsund Blue kagyló katalán szószban 350 g,"Hús, hal, felvágott"
Vilsund Blue kagyló aperitif 350 g,"Hús, hal, felvágott"
Listerine Cool Mint Mild Taste szájvíz 500 ml,Szépségápolás
Vegyeszöldség 1 kg,"Zöldség, gyümölcs"
paraszt kenyér 1 kg,Pékáru
Verbena töltött keménycukorka citromfű kivonattal és C-vitaminnal 60 g,"Édesség, csokoládé, nasi"
Lactacyd intim törlőkendő 15 db,Szépségápolás
Mulino Bianco Cuor di Mela alma dzsemmel töltött omlós keksz 250 g,"Édesség, csokoládé, nasi"
Tchibo Cafissimo Caffe Crema Fine Aroma kávékapszula 10 db 70 g,Italok
SAJTTAL TÖLTÖTT VEGYES TÁL FŰSZERES OLAJBAN 250G,"Hús, hal, felvágott"
Tavaszi krumplisaláta 50 0g,"Hús, hal, felvágott"
Kellogg's Unicorn Froot Loops gyümölcs ízesítésű gabonakarikák 375 g,Tartós élelmiszerek
"Tavaszi saláta retekkel, kigyóuborkával 200 g","Hús, hal, felvágott"
"Barilla paradicsomszósz bolognai módra, marha-, és sertéshússal 400 g",Tartós élelmiszerek
L'Oréal Paris Age Specialist 35+ ránctalanító hidratáló éjszakai arcápoló 50 ml,Szépségápolás
Listerine Cool Mint Mild Taste szájvíz 1 l,Szépségápolás
Zanuy Olasz Piadinas 25cm 4db 320g,Tartós élelmiszerek
"Pécsi Craft Meggy Ale szűretlen minőségi ízesített sör 4% 0,5 l",Alkohol
PICK Diákcsemege 440 g,"Hús, hal, felvágott"
